"Eli Junior Kroupi","frFRA","FW,MF","Bournemouth","engPremier League","19-160","2006","3.9","95","88","7","0","0","0","2","0","0","0","0","0","61","0","6",
"Luiz Lúcio Reis Júnior","brBRA","GK","Villarreal","esLa Liga","24-320","2001","10.0","245","204","41","7","0","0","0","0","0","0","0","0","199","0","0",
"Hamed Junior Traorè","ciCIV","MF","Bournemouth","engPremier League","25-287","2000","0.2","3","2","1","0","0","0","1","0","1","1","0","0","2","0","0",
"Hamed Junior Traorè","ciCIV","MF,FW","Marseille","frLigue 1","25-287","2000","0.9","22","18","4","0","1","0","6","0","4","2","2","0","12","0","1",
"Vinicius Júnior","brBRA","FW,MF","Real Madrid","esLa Liga","25-141","2000","10.0","448","435","12","2","4","9","19","4","6","0","0","0","358","1","13",
"Josip Juranović","hrCRO","DF","Union Berlin","deBundesliga","30-106","1995","0.3","8","3","5","3","0","0","2","1","1","0","1","0","2","0","1",
"James Justin","engENG","DF","Leeds United","engPremier League","27-280","1998","1.7","70","57","13","3","0","0","1","10","0","0","0","0","55","0","0",
"Ferran Jutglà","esESP","FW,MF","Celta Vigo","esLa Liga","26-302","1999","6.4","155","149","5","0","1","0","10","0","0","0","0","0","119","1","8",
"Filip Jørgensen","dkDEN","GK","Chelsea","engPremier League","23-228","2002","0.9","35","28","7","3","0","0","0","0","0","0","0","0","27","0","0",
"Martijn Kaars","nlNED","FW,MF","St. Pauli","deBundesliga","26-270","1999","5.0","136","130","6","0","0","2","9","1","0","0","0","0","102","0","5",
"Mohamed Kaba","frFRA","MF,FW","Lecce","itSerie A","24-034","2001","1.8","67","64","3","2","0","3","3","0","0","0","0","0","48","0","1",
"Ozan Kabak","trTUR","DF","Hoffenheim","deBundesliga","25-250","2000","0.9","42","38","3","0","0","0","0","0","0","0","0","0","33","1","0",
"Christian Kabasele","beBEL","DF","Udinese","itSerie A","34-279","1991","7.3","216","208","7","7","0","1","0","0","0","0","0","0","190","1","0",
"Anton Kade","deGER","DF,MF","Augsburg","deBundesliga","21-317","2004","5.5","183","156","26","1","0","0","10","25","0","0","0","0","134","1","8",
"Ferdi Kadioglu","trTUR","DF,FW","Brighton","engPremier League","26-054","1999","9.2","399","331","65","1","0","0","30","55","9","8","0","0","314","3","7",
"Florian Kainz","atAUT","MF","Köln","deBundesliga","33-037","1992","2.6","163","144","18","6","0","0","15","5","7","5","2","0","126","1","2",
"Sasa Kalajdzic","atAUT","FW","Wolves","engPremier League","28-146","1997","0.2","6","5","0","0","0","0","0","0","0","0","0","0","4","1","0",
"Arnaud Kalimuendo","frFRA","FW","Nott'ham Forest","engPremier League","23-314","2002","0.8","29","28","1","0","0","0","2","0","0","0","0","0","23","0","0",
"Pierre Kalulu","frFRA","DF","Juventus","itSerie A","25-178","2000","13.0","889","821","68","16","1","2","29","52","0","0","0","0","770","0","12",
"Justin-Noël Kalumba","frFRA","FW,MF","Angers","frLigue 1","20-340","2004","2.5","92","79","13","0","0","0","15","2","11","10","0","0","66","0","1",
"Daichi Kamada","jpJPN","MF","Crystal Palace","engPremier League","29-117","1996","9.3","348","319","27","10","3","2","24","0","15","12","1","0","270","2","2",
"Warren Kamanzi","noNOR","DF,MF","Toulouse","frLigue 1","25-019","2000","3.4","107","102","4","0","1","0","5","4","0","0","0","0","89","1","3",
"Abu Kamara","engENG","MF,FW","Getafe","esLa Liga","22-132","2003","1.6","42","41","1","0","0","0","3","1","0","0","0","0","25","0","2",
"Bingourou Kamara","snSEN","GK","Lorient","frLigue 1","29-040","1996","3.0","74","59","15","6","0","0","0","0","0","0","0","0","60","0","2",
"Boubacar Kamara","frFRA","MF","Aston Villa","engPremier League","26-007","1999","8.2","422","411","11","10","2","2","0","0","1","0","0","0","371","0","7",
"Glen Kamara","fiFIN","MF,FW","Rennes","frLigue 1","30-033","1995","0.3","12","12","0","0","0","0","0","0","0","0","0","0","10","0","1",
"Hassane Kamara","ciCIV","DF","Udinese","itSerie A","31-270","1994","7.6","344","273","71","6","0","0","32","59","6","3","0","0","263","0","10",
"Jakub Kamiński","plPOL","MF,FW","Köln","deBundesliga","23-178","2002","12.0","364","316","45","6","3","2","30","21","14","12","1","0","280","3","7",
"Kevin Kampl","siSVN","MF","RB Leipzig","deBundesliga","35-052","1990","0.0","2","2","0","0","0","0","0","0","0","0","0","0","1","0","1",
"Harry Kane","engENG","FW,MF","Bayern Munich","deBundesliga","32-125","1993","10.7","318","308","8","0","5","13","5","2","1","0","0","0","259","2","9",
"Lee Kang-in","krKOR","MF,FW","Paris S-G","frLigue 1","24-284","2001","7.9","553","507","44","9","2","14","39","3","30","8","7","0","489","2","3",
"Adam Karabec","czCZE","FW","Lyon","frLigue 1","22-151","2003","8.2","267","223","43","15","1","2","57","4","24","14","9","0","181","1","7",
"Atakan Karazor","trTUR","MF","Stuttgart","deBundesliga","29-048","1996","6.1","311","299","12","10","0","2","3","1","0","0","0","0","266","0","4",
"Dermane Karim","tgTOG","MF,FW","Lorient","frLigue 1","21-358","2003","7.8","257","243","12","5","1","0","8","4","1","0","0","0","206","2","7",
"Lennart Karl","deGER","FW,MF","Bayern Munich","deBundesliga","17-281","2008","4.1","288","275","11","2","2","4","11","6","3","0","0","1","246","2","6",
"Jesper Karlström","seSWE","MF","Udinese","itSerie A","30-162","1995","12.8","500","474","26","22","0","2","5","3","0","0","0","0","393","0","6",
"Jon Karrikaburu","esESP","FW,MF","Real Sociedad","esLa Liga","23-072","2002","0.8","11","11","0","0","0","0","1","0","0","0","0","0","6","0","2",
"Grigoris Kastanos","cyCYP","MF","Hellas Verona","itSerie A","27-304","1998","0.2","11","8","3","2","0","0","2","0","1","1","0","0","5","0","0",
"Panos Katseris","grGRE","MF,DF","Lorient","frLigue 1","24-148","2001","1.4","77","68","9","0","0","0","11","9","0","0","0","0","59","0","1",
"Mikkel Kaufmann","dkDEN","FW","Heidenheim","deBundesliga","24-331","2001","4.0","63","62","1","0","0","0","1","0","0","0","0","0","39","0","6",
"Sota Kawasaki","jpJPN","DF,MF","Mainz 05","deBundesliga","24-123","2001","0.7","30","26","4","0","0","0","2","4","0","0","0","0","21","0","0",
"Michael Kayode","itITA","DF","Brentford","engPremier League","21-143","2004","12.6","539","386","153","3","0","0","25","150","0","0","0","0","398","0","13",
"Moise Kean","itITA","FW","Fiorentina","itSerie A","25-275","2000","10.8","92","84","6","0","0","0","3","1","0","0","0","0","63","2","4",
"Michael Keane","engENG","DF","Everton","engPremier League","32-323","1993","12.7","481","468","11","7","1","4","1","1","0","0","0","0","414","2","0",
"Ilan Kebbal","dzALG","FW,MF","Paris FC","frLigue 1","27-144","1998","13.6","861","789","65","23","9","4","61","10","32","19","0","0","705","7","17",
"Yassine Kechta","maMAR","MF","Le Havre","frLigue 1","23-278","2002","8.7","264","246","18","1","3","1","16","1","3","2","1","0","195","0","9",
"Thilo Kehrer","deGER","DF","Monaco","frLigue 1","29-070","1996","9.3","668","640","27","24","0","1","1","1","0","0","0","0","569","1","9",
"Mandela Keita","beBEL","MF","Parma","itSerie A","23-204","2002","10.4","331","323","8","8","0","2","1","0","0","0","0","0","282","0","6",
"Caoimhín Kelleher","ieIRL","GK","Brentford","engPremier League","27-007","1998","13.0","470","362","106","47","0","0","0","0","0","0","0","0","338","2","0",
"Thomas Keller","deGER","DF,MF","Heidenheim","deBundesliga","26-117","1999","1.1","76","76","0","0","0","0","1","0","0","0","0","0","66","0","0",
"Lloyd Kelly","engENG","DF","Juventus","itSerie A","27-055","1998","11.0","692","648","43","16","0","3","5","10","0","0","0","0","615","1","3",
"Aljoscha Kemlein","deGER","MF","Union Berlin","deBundesliga","21-120","2004","5.8","237","227","8","1","0","2","4","1","1","1","0","0","174","2","5",
"Marc-Oliver Kempf","deGER","DF","Como","itSerie A","30-306","1995","6.9","429","390","37","16","0","4","0","0","0","0","0","0","382","2","2",
"Luca Kerber","deGER","MF","Heidenheim","deBundesliga","23-265","2002","3.6","68","66","1","0","0","1","4","1","0","0","0","0","44","1","5",
"Milos Kerkez","huHUN","DF","Liverpool","engPremier League","22-023","2003","8.5","447","380","67","9","2","0","32","58","0","0","0","0","364","0","8",
"Kevin","brBRA","FW,MF","Fulham","engPremier League","22-330","2003","4.3","151","139","12","3","0","3","27","1","8","7","1","0","103","0","4",
"Reda Khadra","deGER","FW,MF","Le Havre","frLigue 1","24-149","2001","2.1","46","39","7","1","0","0","10","0","5","3","2","0","28","0","4",
"Bilal El Khannouss","maMAR","MF,FW","Stuttgart","deBundesliga","21-204","2004","7.9","416","393","23","6","2","5","21","5","10","6","1","0","316","0","16",
"Rani Khedira","deGER","MF","Union Berlin","deBundesliga","31-307","1994","11.8","265","251","11","1","0","1","8","0","0","0","0","0","171","3","8",
"Abdukodir Khusanov","uzUZB","DF","Manchester City","engPremier League","21-274","2004","2.5","148","124","23","4","0","0","0","18","0","0","0","0","121","1","4",
"Kialonda","aoANG","DF","Lecce","itSerie A","28-064","1997","12.0","494","468","26","21","0","1","1","3","0","0","0","0","420","0","3",
"Kiké","esESP","FW","Espanyol","esLa Liga","36-005","1989","5.8","131","125","5","0","1","1","6","0","0","0","0","0","78","1","12",
"Semih Kılıçsoy","trTUR","FW","Cagliari","itSerie A","20-107","2005","0.8","15","12","3","0","0","0","1","1","1","0","1","0","11","0","0",
"Max Kilman","engENG","DF","West Ham","engPremier League","28-191","1997","12.0","482","459","22","6","0","2","3","0","0","0","0","0","423","1","1",
"Joshua Kimmich","deGER","MF","Bayern Munich","deBundesliga","30-295","1995","9.7","1070","985","83","45","15","14","47","11","26","21","1","0","963","2","6",
"Joshua King","engENG","MF","Fulham","engPremier League","18-331","2007","8.8","195","191","4","1","0","0","5","0","0","0","0","0","152","0","7",
"Tim Kleindienst","deGER","FW","Gladbach","deBundesliga","30-091","1995","0.0","5","5","0","0","0","0","0","0","0","0","0","0","3","0","0",
"Lukas Klostermann","deGER","DF,FW","RB Leipzig","deBundesliga","29-180","1996","0.1","11","9","2","1","0","0","0","1","0","0","0","0","10","0","0",
"Justin Kluivert","nlNED","MF","Bournemouth","engPremier League","26-209","1999","4.6","173","149","24","4","3","1","18","0","9","8","0","0","129","0","6",
"Ruben Kluivert","nlNED","DF","Lyon","frLigue 1","24-193","2001","2.1","124","114","10","3","0","0","1","7","0","0","0","0","107","0","0",
"Ansgar Knauff","deGER","FW,MF","Eint Frankfurt","deBundesliga","23-324","2002","5.7","183","176","7","0","0","0","18","7","0","0","0","0","128","0","10",
"Joe Knight","engENG","MF","Brighton","engPremier League","20-070","2005","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Gregor Kobel","chSUI","GK","Dortmund","deBundesliga","27-359","1997","12.0","393","315","76","32","0","0","0","0","0","0","0","0","299","2","0",
"Robin Koch","deGER","DF","Eint Frankfurt","deBundesliga","29-136","1996","11.0","856","821","34","13","0","1","2","0","0","0","0","0","787","1","3",
"Christian Kofane","cmCMR","FW","Leverkusen","deBundesliga","19-127","2006","4.6","63","58","4","0","0","0","0","1","0","0","0","0","54","1","0",
"Hervé Koffi","bfBFA","GK","Angers","frLigue 1","29-045","1996","13.0","453","332","120","36","0","2","0","0","0","0","0","0","317","1","1",
"Enzo Koffi Vinette","frFRA","DF,FW","Le Havre","frLigue 1","19-271","2006","0.1","8","7","1","0","0","0","1","1","0","0","0","0","6","0","0",
"Derrick Köhn","ghGHA","DF","Union Berlin","deBundesliga","26-299","1999","6.9","225","165","58","5","0","0","25","49","4","2","1","0","156","2","12",
"Philipp Köhn","chSUI","GK","Monaco","frLigue 1","27-242","1998","9.1","269","212","57","14","0","0","0","0","0","0","0","0","228","0","0",
"Dominik Kohr","deGER","DF","Mainz 05","deBundesliga","31-303","1994","8.9","397","376","20","12","0","5","7","8","0","0","0","0","322","1","9",
"Koke","esESP","MF","Atlético Madrid","esLa Liga","33-326","1992","9.9","775","754","20","16","2","8","10","4","0","0","0","0","715","1","7",
"Luca Koleosho","itITA","MF,FW","Espanyol","esLa Liga","21-076","2004","0.7","31","27","4","0","0","0","5","2","2","0","1","0","25","0","0",
"Adam Kölle","deGER","DF,MF","Heidenheim","deBundesliga","19-216","2006","0.9","26","25","0","0","0","0","1","0","0","0","0","0","17","1","1",
"Randal Kolo Muani","frFRA","FW","Tottenham","engPremier League","26-360","1998","3.4","43","43","0","0","1","0","1","0","0","0","0","0","29","0","2",
"Timothée Kolodziejczak","frFRA","DF","Paris FC","frLigue 1","34-060","1991","1.3","115","113","2","2","0","0","0","0","0","0","0","0","102","0","1",
"Mert Kömür","deGER","FW,MF","Augsburg","deBundesliga","20-136","2005","8.2","258","212","44","10","2","0","31","2","20","9","6","0","187","2","5",
"Ibrahima Konaté","frFRA","DF","Liverpool","engPremier League","26-189","1999","10.8","729","704","24","11","1","0","1","1","0","0","0","0","657","1","3",
"Geoffrey Kondogbia","cfCTA","MF,DF","Marseille","frLigue 1","32-288","1993","2.1","160","158","2","1","0","0","0","0","0","0","0","0","148","0","1",
"Ismaël Koné","caCAN","MF","Sassuolo","itSerie A","23-177","2002","9.6","322","313","8","5","0","3","1","3","0","0","0","0","289","1","5",
"Manu Koné","frFRA","MF","Roma","itSerie A","24-197","2001","12.0","574","557","16","15","3","0","0","1","0","0","0","0","526","1","5",
"Ransford Königsdörffer","ghGHA","FW","Hamburger SV","deBundesliga","24-078","2001","8.5","147","127","19","1","1","0","9","0","0","0","0","0","100","1","4",
"Ezri Konsa","engENG","DF","Aston Villa","engPremier League","28-038","1997","10.7","684","622","61","50","1","0","4","1","0","0","0","0","644","1","3",
"Teun Koopmeiners","nlNED","MF,DF","Juventus","itSerie A","27-275","1998","8.6","521","474","46","14","0","2","22","13","12","4","7","0","456","1","7",
"Odilon Kossounou","ciCIV","DF","Atalanta","itSerie A","24-330","2001","6.0","344","331","13","7","0","0","2","5","0","0","0","0","320","0","1",
"Filip Kostić","rsSRB","DF,FW","Juventus","itSerie A","33-029","1992","3.8","216","170","46","10","0","1","40","27","9","2","7","0","159","0","7",
"Charalampos Kostoulas","grGRE","MF,FW","Brighton","engPremier League","18-184","2007","0.4","12","11","1","0","0","0","0","1","0","0","0","0","6","0","2",
"Eddy Kouadio","ciCIV","DF","Fiorentina","itSerie A","19-184","2006","0.7","21","19","1","0","0","0","1","1","0","0","0","0","16","1","0",
"Koffi Kouao","ciCIV","DF","Metz","frLigue 1","27-194","1998","12.3","585","514","71","9","0","4","26","62","0","0","0","0","495","0","10",
"Arsène Kouassi","bfBFA","DF,MF","Lorient","frLigue 1","21-080","2004","12.1","494","393","100","11","0","0","69","66","23","9","6","0","392","1","12",
"Christ-Owen Kouassi","frFRA","DF","Lecce","itSerie A","22-229","2003","2.5","107","82","24","1","0","0","2","23","0","0","0","0","82","1","0",
"Konstantinos Koulierakis","grGRE","DF","Wolfsburg","deBundesliga","22-002","2003","9.5","526","476","50","15","2","7","6","0","0","0","0","0","441","0","2",
"Seny Koumbassa","frFRA","DF","Toulouse","frLigue 1","18-163","2007","0.1","2","2","0","0","0","0","0","0","0","0","0","0","2","0","0",
"Jules Koundé","frFRA","DF","Barcelona","esLa Liga","27-018","1998","9.9","729","646","83","13","1","3","15","70","0","0","0","0","639","0","10",
"Lancinet Kourouma","gnGUI","MF","Girona","esLa Liga","21-245","2004","0.3","6","6","0","0","0","0","0","0","0","0","0","0","4","0","0",
"Hamza Koutoune","maMAR","DF","Nice","frLigue 1","19-074","2006","0.0","6","6","0","0","0","0","1","0","0","0","0","0","5","0","0",
"Mateo Kovačić","hrCRO","MF","Manchester City","engPremier League","31-208","1994","0.1","22","22","0","0","0","0","0","0","0","0","0","0","22","0","0",
"Goduine Koyalipou","cfCTA","FW","Levante","esLa Liga","25-288","2000","2.6","53","51","2","0","1","0","1","0","0","0","0","0","31","0","2",
"Emil Krafth","seSWE","DF","Newcastle Utd","engPremier League","31-120","1994","0.5","28","20","8","0","0","0","1","8","0","0","0","0","22","0","1",
"Alex Král","czCZE","MF","Union Berlin","deBundesliga","27-195","1998","2.2","52","52","0","0","0","0","1","0","0","0","0","0","41","0","2",
"Andrej Kramarić","hrCRO","MF,FW","Hoffenheim","deBundesliga","34-164","1991","7.6","386","327","56","7","2","2","49","10","33","16","7","1","303","3","10",
"Vladyslav Krapyvtsov","uaUKR","GK","Girona","esLa Liga","20-158","2005","1.5","47","31","16","5","0","0","0","0","0","0","0","0","33","0","0",
"Jean-Philippe Krasso","ciCIV","FW","Paris FC","frLigue 1","28-136","1997","7.1","146","131","15","0","2","0","3","0","0","0","0","0","104","0","4",
"Tom Krauß","deGER","MF,DF","Köln","deBundesliga","24-161","2001","4.4","255","241","12","5","0","1","0","7","0","0","0","0","223","2","6",
"Ladislav Krejčí","czCZE","DF,MF","Wolves","engPremier League","26-224","1999","8.8","514","499","14","10","1","5","8","4","0","0","0","0","442","1","3",
"Ladislav Krejčí","czCZE","DF","Girona","esLa Liga","26-224","1999","2.0","104","101","3","0","0","0","0","0","0","0","0","0","92","0","0",
"Rasmus Kristensen","dkDEN","DF","Eint Frankfurt","deBundesliga","28-142","1997","5.9","456","378","77","7","1","6","9","70","0","0","0","0","371","1","9",
"Thomas Kristensen","dkDEN","DF","Udinese","itSerie A","23-317","2002","5.0","255","251","2","2","0","0","1","0","0","0","0","0","224","2","1",
"Nikola Krstović","meMNE","FW","Atalanta","itSerie A","25-239","2000","5.4","138","128","10","1","0","1","2","1","0","0","0","0","107","0","2",
"Lukas Kübler","deGER","DF","Freiburg","deBundesliga","33-092","1992","6.3","276","229","46","1","0","1","8","45","0","0","0","0","226","1","5",
"Takefusa Kubo","jpJPN","MF,FW","Real Sociedad","esLa Liga","24-179","2001","6.6","221","208","12","0","1","1","21","0","12","8","1","0","160","1","9",
"Mohammed Kudus","ghGHA","FW,MF","Tottenham","engPremier League","25-120","2000","11.6","375","321","52","6","0","3","89","7","39","35","0","0","270","2","13",
"Nicolas-Gerrit Kühn","deGER","FW","Como","itSerie A","25-333","2000","4.0","121","120","1","0","0","0","7","1","0","0","0","0","88","0","4",
"Sael Kumbedi","frFRA","DF","Lyon","frLigue 1","20-249","2005","0.7","17","14","3","0","0","0","1","3","0","0","0","0","9","0","0",
"Sael Kumbedi","frFRA","DF","Wolfsburg","deBundesliga","20-249","2005","4.1","179","145","34","2","1","1","7","32","0","0","0","0","143","0","4",
"Marash Kumbulla","alALB","DF","Mallorca","esLa Liga","25-295","2000","2.4","148","137","11","4","0","0","1","1","0","0","0","0","121","0","5",
"Jonah Kusi-Asare","seSWE","FW","Fulham","engPremier League","18-149","2007","0.0","2","2","0","0","0","0","0","0","0","0","0","0","1","0","0",
"Jonah Kusi-Asare","seSWE","FW","Bayern Munich","deBundesliga","18-149","2007","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Khvicha Kvaratskhelia","geGEO","FW","Paris S-G","frLigue 1","24-291","2001","6.6","375","355","20","3","3","3","20","4","13","3","2","0","318","0","7",
"Godson Kyeremeh","frFRA","FW,MF","Le Havre","frLigue 1","25-169","2000","1.7","38","34","4","1","0","0","10","1","0","0","0","0","29","0","2",
"Adrián de la Fuente","esESP","DF","Levante","esLa Liga","26-277","1999","9.6","410","367","39","23","3","7","11","11","0","0","0","0","314","4","6",
"Rémy Labeau Lascary","gpGLP","FW,MF","Brest","frLigue 1","22-272","2003","2.4","44","44","0","0","0","1","3","0","0","0","0","0","34","0","3",
"Maxence Lacroix","frFRA","DF","Crystal Palace","engPremier League","25-238","2000","12.0","507","496","11","10","1","1","2","1","0","0","0","0","435","0","2",
"Yoel Lago","esESP","DF","Celta Vigo","esLa Liga","21-250","2004","3.7","201","200","1","1","0","0","0","0","0","0","0","0","187","0","1",
"Mayckel Lahdo","seSWE","MF,FW","Nantes","frLigue 1","22-335","2002","3.2","73","72","1","0","0","0","1","1","0","0","0","0","65","0","4",
"Konrad Laimer","atAUT","DF","Bayern Munich","deBundesliga","28-187","1997","9.7","699","625","72","7","4","3","17","65","0","0","0","0","608","2","12",
"Kenny Lala","mgMAD","DF","Brest","frLigue 1","34-058","1991","12.9","697","560","134","26","2","8","42","107","1","0","1","0","529","3","17",
"Senne Lammens","beBEL","GK","Manchester Utd","engPremier League","23-146","2002","6.0","238","169","69","21","0","0","0","0","0","0","0","0","116","0","0",
"Tariq Lamptey","ghGHA","MF,DF","Fiorentina","itSerie A","25-061","2000","0.3","11","11","0","0","1","0","1","0","0","0","0","0","8","0","0",
"Noa Lang","nlNED","FW,MF","Napoli","itSerie A","26-166","1999","2.5","130","117","13","4","0","0","19","2","7","5","1","0","90","0","6",
"Aymeric Laporte","esESP","DF","Athletic Club","esLa Liga","31-187","1994","8.2","472","444","28","20","1","6","0","5","0","0","0","0","428","0","5",
"Hugo Larsson","seSWE","MF","Eint Frankfurt","deBundesliga","21-156","2004","5.7","301","299","2","1","1","3","3","1","0","0","0","0","241","0","8",
"Jamaal Lascelles","engENG","DF","Newcastle Utd","engPremier League","32-019","1993","0.2","8","8","0","0","0","0","0","0","0","0","0","0","6","0","0",
"Toni Lato","esESP","DF","Mallorca","esLa Liga","28-009","1997","1.8","73","68","5","0","0","0","5","5","0","0","0","0","59","0","1",
"Josh Laurent","engENG","DF,MF","Burnley","engPremier League","30-208","1995","6.5","197","193","3","2","0","3","5","1","0","0","0","0","147","1","6",
"Armand Lauriente","frFRA","FW","Sassuolo","itSerie A","26-361","1998","8.1","232","217","15","3","0","3","23","0","12","9","0","0","182","0","3",
"Roméo Lavia","beBEL","MF","Chelsea","engPremier League","21-328","2004","1.2","68","67","0","0","0","0","1","0","0","0","0","0","63","1","0",
"Valentino Lazaro","atAUT","DF,MF","Torino","itSerie A","29-251","1996","8.9","392","304","87","8","0","0","43","66","13","8","5","0","304","1","5",
"Manuel Lazzari","itITA","DF","Lazio","itSerie A","32-001","1993","3.4","158","116","42","13","0","1","6","29","0","0","0","0","129","0","4",
"Théo Le Bris","frFRA","DF","Lorient","frLigue 1","23-060","2002","7.4","291","261","29","0","0","0","27","29","0","0","0","0","241","1","7",
"Julien Le Cardinal","frFRA","DF","Brest","frLigue 1","28-119","1997","3.1","124","120","4","3","0","0","0","1","0","0","0","0","99","0","0",
"Enzo Le Fée","frFRA","MF,FW","Sunderland","engPremier League","25-300","2000","9.6","355","336","18","6","4","2","21","4","8","6","0","1","271","1","8",
"Raphael Le Guen","frFRA","DF","Brest","frLigue 1","19-090","2006","0.1","4","2","2","0","0","0","0","2","0","0","0","0","2","0","0",
"Robin Le Normand","esESP","DF","Atlético Madrid","esLa Liga","29-019","1996","9.8","534","525","8","7","0","0","1","1","0","0","0","0","487","1","4",
"Nicola Leali","itITA","GK","Genoa","itSerie A","32-286","1993","13.0","340","243","97","40","0","0","0","0","0","0","0","0","224","0","1",
"Rafael Leão","ptPOR","FW","Milan","itSerie A","26-173","1999","7.0","180","174","5","0","5","0","4","1","1","0","0","0","136","1","4",
"Pierre Lees-Melou","frFRA","MF","Paris FC","frLigue 1","32-189","1993","9.8","500","487","8","7","3","13","6","1","0","0","0","0","419","5","10",
"Pierre Lees-Melou","frFRA","MF","Brest","frLigue 1","32-189","1993","2.0","103","92","11","5","0","2","5","1","0","0","0","0","81","0","1",
"Jordan Lefort","frFRA","DF","Angers","frLigue 1","32-113","1993","13.0","687","602","83","47","1","2","4","2","0","0","0","0","600","2","6",
"Diogo Leite","ptPOR","DF","Union Berlin","deBundesliga","26-311","1999","8.6","311","288","17","14","0","0","2","3","0","0","0","0","226","6","3",
"Maxim Leitsch","deGER","DF","Mainz 05","deBundesliga","27-196","1998","0.8","22","20","2","2","0","0","1","0","0","0","0","0","15","0","1",
"Florian Lejeune","frFRA","DF","Rayo Vallecano","esLa Liga","34-194","1991","12.9","773","743","30","20","0","8","2","1","0","0","0","0","691","0","2",
"Youssef Lekhedim","esESP","DF","Alavés","esLa Liga","20-054","2005","7.4","383","307","74","5","1","0","23","69","0","0","0","0","289","2","4",
"Iñigo Lekue","esESP","DF","Athletic Club","esLa Liga","32-210","1993","2.4","116","87","29","0","0","0","8","29","0","0","0","0","88","0","2",
"Thomas Lemar","frFRA","MF,FW","Girona","esLa Liga","30-018","1995","2.2","122","107","15","4","1","2","15","1","10","5","5","0","89","0","5",
"Félix Lemaréchal","frFRA","MF,FW","Strasbourg","frLigue 1","22-115","2003","6.0","245","228","17","5","3","0","15","0","6","2","4","0","184","0","9",
"Tim Lemperle","deGER","FW","Hoffenheim","deBundesliga","23-298","2002","8.4","211","196","14","0","0","1","5","2","0","0","0","0","148","1","8",
"Clément Lenglet","frFRA","DF","Atlético Madrid","esLa Liga","30-166","1995","6.4","397","386","10","5","0","9","2","0","0","0","0","0","349","1","1",
"Bernd Leno","deGER","GK","Fulham","engPremier League","33-271","1992","13.0","531","432","96","29","0","0","0","0","0","0","0","0","399","3","0",
"Donovan Léon","gfGUF","GK","Auxerre","frLigue 1","33-027","1992","11.5","377","267","110","43","0","2","0","0","0","0","0","0","226","0","1",
"Esteban Lepaul","frFRA","FW","Angers","frLigue 1","25-226","2000","1.9","36","33","3","0","0","3","0","0","0","0","0","0","22","0","0",
"Esteban Lepaul","frFRA","FW","Rennes","frLigue 1","25-226","2000","10.7","177","162","15","1","0","1","7","0","0","0","0","0","129","0","4",
"Johann Lepenant","frFRA","MF","Nantes","frLigue 1","23-039","2002","6.2","221","193","28","15","1","1","15","0","10","9","0","0","177","0","6",
"Mehdi Léris","dzALG","DF,MF","Pisa","itSerie A","27-191","1998","6.3","207","176","30","4","0","1","34","19","7","1","5","0","142","1","9",
"Jefferson Lerma","coCOL","MF","Crystal Palace","engPremier League","31-036","1994","4.2","193","166","27","1","1","0","4","26","0","0","0","0","143","0","0",
"Louis Leroux","frFRA","DF,MF","Nantes","frLigue 1","19-311","2006","10.3","392","310","82","17","1","0","21","61","4","2","0","0","283","0","12",
"Robert Lewandowski","plPOL","FW","Barcelona","esLa Liga","37-101","1988","6.4","111","107","1","1","0","0","0","0","0","0","0","0","82","3","6",
"Jamie Leweling","deGER","FW","Stuttgart","deBundesliga","24-277","2001","8.1","269","254","14","1","3","0","39","12","0","0","0","0","201","1","10",
"Rico Lewis","engENG","DF","Manchester City","engPremier League","21-009","2004","1.9","137","118","19","2","1","2","1","17","0","0","0","0","123","0","2",
"Keane Lewis-Potter","engENG","DF,FW","Brentford","engPremier League","24-281","2001","5.3","150","125","25","3","0","0","18","20","2","0","2","0","108","0","4",
"Myles Lewis-Skelly","engENG","DF","Arsenal","engPremier League","19-065","2006","1.0","63","51","12","2","0","0","0","10","0","0","0","0","57","0","2",
"Philipp Lienhart","atAUT","DF","Freiburg","deBundesliga","29-142","1996","8.0","604","510","92","11","0","5","11","73","0","0","0","0","499","2","2",
"Matthijs de Ligt","nlNED","DF","Manchester Utd","engPremier League","26-110","1999","12.0","574","554","18","9","2","1","5","7","0","0","0","0","500","2","2",
"Victor Lindelöf","seSWE","MF,DF","Aston Villa","engPremier League","31-136","1994","0.3","11","11","0","0","0","0","0","0","0","0","0","0","9","0","0",
"Jesper Lindstrøm","dkDEN","MF","Wolfsburg","deBundesliga","25-274","2000","0.0","4","4","0","0","0","0","0","0","0","0","0","0","3","0","0",
"Luca Lipani","itITA","MF","Sassuolo","itSerie A","20-196","2005","1.3","67","64","3","1","0","0","1","0","1","1","0","0","52","0","0",
"Pol Lirola","esESP","MF,DF","Marseille","frLigue 1","28-109","1997","0.4","17","14","3","0","0","0","2","3","0","0","0","0","11","0","2",
"Adrián Liso","esESP","FW,MF","Getafe","esLa Liga","20-242","2005","10.3","180","165","15","4","0","0","26","1","5","2","1","0","110","0","12",
"Joseph Liteta","zmZAM","MF","Cagliari","itSerie A","19-281","2006","1.1","58","55","2","2","0","0","0","0","0","0","0","0","48","1","1",
